2.000000	1.421156
2.250000	1.455949
2.500000	1.319258
2.750000	1.321122
3.000000	1.487676
3.250000	1.446037
3.500000	1.542497
3.750000	1.574778
4.000000	1.636600
4.250000	1.649297
4.500000	1.653490
4.750000	1.504000
5.000000	1.716297
5.250000	1.064155
5.500000	1.062525
5.750000	1.069885
6.000000	1.031340
6.250000	1.078430
6.500000	1.054774
6.750000	1.051934
7.000000	0.968563
7.250000	1.020336
7.500000	0.970468
7.750000	0.847237
8.000000	0.790114
8.250000	0.762191
8.500000	0.682280
8.750000	0.662599
9.000000	0.598868
9.250000	0.606127
9.500000	0.612951
9.750000	0.609302
10.000000	0.620379
10.250000	0.617780
10.500000	0.607678
10.750000	0.609389
11.000000	0.591154
11.250000	0.599089
11.500000	0.579261
11.750000	0.551048
12.000000	0.496225
12.250000	0.447909
12.500000	0.432909
12.750000	0.383562
13.000000	0.383339
13.250000	0.334831
13.500000	0.341793
13.750000	0.317489
14.000000	0.310564
14.250000	0.264609
14.500000	0.269182
14.750000	0.250398
15.000000	0.234817
15.250000	0.246342
15.500000	0.285171
15.750000	0.280514
16.000000	0.270574
